indice product_name packaging additives_fr nutrition-score-fr_100g
32 Terrine-de-magret-de-canard-au-Sauternes # # #
33 Fluteaux-de-jambon barquette # #
34 Foie-gras-canard-Périgord Conserve,produit # #
35 Pâté-au-foie-de-canard # # #
36 Terrine-caille-pruneaux-d'agen # # #
37 Foie-de-canard-aux-figues Bocal,Verre # #
38 Tartina-de-foie-canard-pépites-figue # # #
39 Tartinade-de-foie-gras-de-canard-aux-cèpes # # #
40 Foie-gras-d'oie-Périgord Conserve # #
41 Foie-gras-d'oie-du-Périgord Conserve # #
42 Marks-&-Spencer-Curiously-Strong-Mints metal,box E441-Gélatineanimale 20
43 All-Buter-Belgian-White-Chocolate-Chunk-Cookies Sachet,plastique,papier # 26
44 Stem-Ginger-Dunkers Carton E170-Carbonatedecalcium,E375-Acidenicotinique,E503-Carbonatesd'ammonium,E500-Carbonatesdesodium,E450-Selsmétalliquesdediphosphates 20
45 M&S-Chicken-Penang # # #
46 M&S-Chicken-pas-thaï # # #
47 Reduced-Fat-Mayonnaise # # #
48 Carrot-&-Coriander-soup # # 1
49 Large-flat-mushrooms plastic,film # #
50 Apple-Pear-&-Asparagus # # #
51 Giant-cookies-triple-belgian-chocolate # # #
52 M&S-Lemon-&-Parmesan-Chicken-Tenders packets # #
53 Scottish-shortbread # # #
54 Pizza-Parlanno Box # 11
55 Honey-roast-ham Barquette,plastique E470-Selsdesodium/potassium/calciumd'acidesgras 4
56 Infusion-du-soir-decontractante-Tailleur-de-pierre- # # #
57 British-self-raising-flour # # #
58 Pineapple,-cucumber,-celery,-jalapeno-+-Kale # # #
59 Super-chicken-spinach-&-quinoa # # #
60 Pur-Soup'-Velouté-de-légumes Brique,Carton E160a-Bêta-carotène 2
61 Sparkling-British-Elderflower-Presse # # #
62 British-Rhubarb-Presse-With-Ginger # # #
63 British-Beef-Braising-Steak tray-plastic,film-plastic # -2
64 Mac-'n-Cheese box E375-Acidenicotinique,E101-Riboflavine,E509-Chloruredecalcium 4
65 2-yellowfin-tuna-steaks # # #
66 Yellow-Mustard # E100-Curcumine 0
67 tree-ripened-papaya label-plastic # #
68 pressed-British-pear-and-blackcurrant-juice # # #
69 - # # #
70 British-plain-flour bag-paper E170-Carbonatedecalcium,E375-Acidenicotinique -5
71 Pineapple-slices-in-juice Can,metal # -3
72 Baguette Fresh # #
73 Vanilla-Nonfat-Yogurt # # -1
74 Sunflower-oil Bottle,Plastic # 11
75 Pineapple-Salsa Glass # #
76 Rollmop-Herrings Plastique E334-AcideL-tartrique 15
77 Creamy-Chicken-Pie # # #
78 Sauce-bolognaise pot # #
79 Broccoli Plastic,wrap # #
80 Tortellini plastic # 9
81 Hello-Panda # # 22
82 Balsamic-vinegar-of-Modena Bouteille E150d-Caramelausulfited'ammonium,E224-Disulfitedepotassium #
83 100-pure-vermont-organic-maple-syrup # # #
84 prunes # # #
85 British-plain-flour Bag,Paper E170-Carbonatedecalcium,E375-Acidenicotinique -5
86 Pulled-Pork-&-Chorizo-Feijoada Plastique,Carton E252-Nitratedepotassium,E250-Nitritedesodium,E160c-Extraitdepaprika,E301-Ascorbatedesodium,E441-Gélatineanimale -4
87 sharon's-sorbet-mango # # 5
88 Spaghetti-sauce-with-mushrooms # # 1
89 Rainbow-Cherry Plastic E330-Acidecitrique,E129-RougealluraAC,E102-Tartrazine,E110-JauneorangéS,E133-BleubrillantFCF #
90 100%-desert-mesquite-honey # # #
91 Petite-Snack-Crunchers-Kosher-Dills glassjar E509-Chloruredecalcium,E211-Benzoatedesodium,E433-Monooléatedepolyoxyéthylènedesorbitane,E223-Disulfitedesodium,E102-Tartrazine #
92 Kosher-Dills glassjar E509-Chloruredecalcium,E211-Benzoatedesodium,E433-Monooléatedepolyoxyéthylènedesorbitane,E102-Tartrazine #
93 Lindt-Excellence-85%-Cocoa-Extra-Dark # # #
94 a-touch-of-sea-salt # # #
95 Creme-Brulee # E500ii-Hydrogénocarbonatedesodium,E322-Lécithines 24
96 Creation-Hazelnut-Torte-Milk-Chocolate Card E322-Lécithines 23
97 Mini-Cups Box # 21
98 Nutella # # 23
99 Nutella Plastic # 23
100 Nutella Pot,Verre # 23
101 Julienne-sliced-sun-dried-tomatoes-in-olive-oil # # 1
102 Ikea-Lachs # # #
103 Lait-de-coco # # #
104 Haggis plastic # 14
105 Milk-Duds Card # 25
106 Whoppers box,card E500ii-Hydrogénocarbonatedesodium,E322-Lécithines,E170-Carbonatedecalcium,E1400-Dextrines 27
107 Good-&-Plenty # # 17
108 Milk-Duds # # 24
109 Sugar-free-hard-candy # # #
110 Chips-de-légumes # # #
111 Cream-on-Top-strawberry-Organic-Yogurt plasticpot E440-Pectines,E410-Farinedegrainesdecaroube,E330-Acidecitrique 5
112 2-british-pork-boneless-loin-steaks # # #
113 Galettes-de-riz-Chocolat-noir- # # #
114 Tartiflette # # #
115 -Sweet'n-Salty-Mix # # 12
116 White-enriched-bread Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E282-Propionatedecalcium,E516-Sulfatedecalcium,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E341i,E322-Lécithines,E330-Acidecitrique,E916-Iodatedecalcium,E917-Iodatedepotassium 0
117 Light-Rye Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E481-Stéaroyl-2-lactylatedesodium,E282-Propionatedecalcium,E297-Acidefumarique,E270-Acidelactique,E260-Acideacétique,E516-Sulfatedecalcium,E517-Sulfated'ammonium,E300-Acideascorbique 2
118 Hamburger-enriched-buns Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E282-Propionatedecalcium,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E516-Sulfatedecalcium,E330-Acidecitrique,E322-Lécithines,E917-Iodatedepotassium,E341i 1
119 Soynuts-Roasted-&-Salted # # 7
120 Mozzarella,-finely-shredded # # #
121 Sliced-Almonds # # 0
122 Orange-Gelatin-Dessert # E428-Gélatine,E339ii-Monophosphatedisodique,E297-Acidefumarique,E355-Acideadipique,E320-Buthylhydroxyanisol,E110-JauneorangéS #
123 Creamy-Almond-Butter # # #
124 cut-green-beans Canned # -4
125 Diced-tomatoes-in-tomato-juice Canned E330-Acidecitrique,E509-Chloruredecalcium -5
126 Tomato-Paste Canned # -9
127 -pure-honey # # #
128 italian-style-tomato-paste Canned E330-Acidecitrique -3
129 Garbanzo-Beans Canned # -5
130 Hoisin-sauce # # #
131 Corn-starch # # #
132 Clover-honey # # #
133 Pumpkin-Seed-Pecan # # #
134 12-Enzyme-Cleaning-Sticks stick # #
135 Botan-Rice-Candy # # #
136 Saki-Ika-Prepared-Squid-(Hot) Plastic,Bag # 15
137 うどん # # #
138 Gyoza-Wrappers-(餃子皮) Plastic E375-Acidenicotinique,E420-Sorbitol,E280-Acidepropionique,E211-Benzoatedesodium,E282-Propionatedecalcium #
139 British-Blend-Premium-Black-Tea Box # #
140 6-Christmas-deep-mince-pies card,carton,metal,foil,plastic,tray E220-Anhydridesulfureux,E201-Sorbatedesodium,E422-Glycérol,E330-Acidecitrique,E170-Carbonatedecalcium,E375-Acidenicotinique,E260-Acideacétique,E502-Carbonates,E450i-Pyrophosphatedesodiumacide,E500ii-Hydrogénocarbonatedesodium 15
141 Sauce-aux-piments bouteille # #
142 TABASCO-Green-Jalapeño # # #
143 Belvita-petit-déjeuner- # # #
144 Tabasco-Pepper-Sauce glassbottle # #
145 Tabasco # # #
146 Tabasco-Original # # #
147 Salsa-de-chiles-picantes-&quot;Tabasco&quot; Botelladevidrio,Cajadecartón # #
148 Tabasco-Green-Pepper-Sauce # E14XX-Amidonsmodifiés,E300-Acideascorbique 9
149 8-Hamburger-Buns Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E282-Propionatedecalcium,E516-Sulfatedecalcium,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E330-Acidecitrique,E917-Iodatedepotassium,E322-Lécithines 1
150 British-petit-pois # # #
151 Ma-sauce-fromage-blanc-&-moutarde-de-Dijon # # #
152 Greek-Yogurt:-honey # # #
153 ratatouille-provençale can-metal,label-paper # -1
154 Fruit-&-Nut-Granola plastic,resealable # 8
155 Extra-light-soft-cheese # # 0
156 Tims-extra-thick-and-crunchy-jalapeno-potato-chips Bag E621-Glutamatemonosodique 3
157 Hawaiian-kettle-style-potato-chips---Luan-BBQ # # 12
158 Original-Kettle-Style-Potato-Chips Bag # 13
159 British-marrowfat-processed-peas-in-water---sugar-and-salt-added # # #
160 Breast-fillets # # #
161 Intensely-Fruity-Christmas-Pudding plastic,bowl E170-Carbonatedecalcium,E375-Acidenicotinique,E163-Anthocyanes,E330-Acidecitrique,E422-Glycérol,E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E300-Acideascorbique 11
162 Intensely-Fruity-Christmas-Pudding plastic,bowl E170-Carbonatedecalcium,E375-Acidenicotinique,E163-Anthocyanes,E330-Acidecitrique,E422-Glycérol,E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E300-Acideascorbique 11
163 Intensely-Fruity-Christmas-Pudding Plastic,Bowl E170-Carbonatedecalcium,E375-Acidenicotinique,E163-Anthocyanes,E330-Acidecitrique,E422-Glycérol,E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E300-Acideascorbique 11
164 Honey-Soy-Drink plasticbottle # 0
165 Swiss-Dark-Chocolate Carton,Card # 17
166 Reduced-fat-belgian-chocolate-chunk-cookies # E170-Carbonatedecalcium,E375-Acidenicotinique,E322-Lécithines,E450-Selsmétalliquesdediphosphates,E500-Carbonatesdesodium,E503-Carbonatesd'ammonium 24
167 conference-pears # # #
168 Red-Cabbage-braised-with-Bramley-apples packets # #
169 Cultured-butter,-European-style # # #
170 Creamy-salted-Peanut-Butter # # #
171 عصيرغازي # # #
172 Water # # #
173 7up # # #
174 Pepsi-Max plasticbottle E150a-CaramelE150a,E338-Acideorthophosphorique,E951-Aspartame,E211-Benzoatedesodium,E950-AcésulfameK,E330-Acidecitrique,E385-Éthylènediaminetétra-acétatedecalciumdisodium 3
175 Citrus-Green-Tea plasticbottle E330-Acidecitrique,E300-Acideascorbique,E201-Sorbatedesodium,E338-Acideorthophosphorique,E950-AcésulfameK,E385-Éthylènediaminetétra-acétatedecalciumdisodium 5
176 Brisk-Iced-Tea-Lemon # # #
177 Iced-Coffee # E440-Pectines 10
178 Starbucks-Frappuccino-Chilled-Coffee-Drink,-Vanilla bottle # #
179 Pepsi Bottle E150a-CaramelE150a,E338-Acideorthophosphorique,E330-Acidecitrique #
180 Brisk-Iced-Tea-Mango Can # #
181 Amp-Energy-Cherry-Blast Can E330-Acidecitrique,E211-Benzoatedesodium,E440-Pectines,E414-Gommed'acacia,E955-Sucralose,E129-RougealluraAC,E385-Éthylènediaminetétra-acétatedecalciumdisodium,E101-Riboflavine #
182 Mountain-dew-Kickstart # # #
183 Lemon-lime-flavored-soda Bottle # 0
184 Pure-leaf- # # #
185 Sierra-Mist # # #
186 Strawberry-Lemonade can # -2
187 Frappuccino Glass # #
188 Applewood-smoked-and-outdoor-bred-British-bacon-rashers # # #
189 Microwave-Mexican-rice # # #
190 Brown-Rice Plastic # -6
191 Whole-british-milk 2HDPE,Nampak # #
192 Purified-Drinking-Water-with-flavor-enhancing-minerals # # #
193 Tomato-ketchup # # #
194 Organic-cherry-tomatoes # # #
195 Baguette-Brötchen # # #
196 Jamaican-Jerk-Chicken-Soup # # #
197 Galette-frangipane-premium # # #
198 led # # #
199 citrus-grey-fairtrade-fine-tea # # #
200 mini-chocolate-logs # # #
201 Organic-Blue-Agave Bottle,plastic # #
202 Agave bottle # #
203 Organic-Raw-Blue-Agave Bottle,Plastic # #
204 Organic-Sugar- # # 0
205 Organic-Coconut-Palm-Sugar Plastic # 0
206 Caramel-Popcorn # # #
207 Trident---mint-bliss---artificially-favoured # # #
208 Dentyne-fire # E420-Sorbitol,E965-Maltitol,E421-Mannitol,E950-AcésulfameK,E321-Buthylhydroxytoluène,E902-CiredeCandelilla,E422-Glycérol,E322-Lécithines,E171-Oxydedetitane #
209 Bubblegum Paper,Plastic E321-Buthylhydroxytoluène,E422-Glycérol,E171-Oxydedetitane #
210 Strawberry Paper,Plastic E355-Acideadipique,E321-Buthylhydroxytoluène,E330-Acidecitrique,E422-Glycérol,E296-Acidemalique,E322-Lécithines #
211 Christmas-Pudding plastic,bowl E170-Carbonatedecalcium,E375-Acidenicotinique,E422-Glycérol,E330-Acidecitrique 10
212 Christmas-Pudding plastic,bowl E170-Carbonatedecalcium,E375-Acidenicotinique,E422-Glycérol,E330-Acidecitrique 10
213 Orange-&-Cranberry-Pudding plastic,bowl E330-Acidecitrique,E440-Pectines,E331-Citratesdesodium,E170-Carbonatedecalcium,E375-Acidenicotinique,E471-Mono-etdiglycéridesd'acidesgrasalimentaires,E472e-EsterMonoacéthyltartriquedemono-etdiglycéridesd'acidesgras,E300-Acideascorbique 12
214 Orzo-by-Sainsbury's PlasticBag # -4
215 pipe-rigate plasticbag # -1
216 Semolina bag-plastic # -3
217 Kirsch bottle-glass # #
218 Ketchup-Heinze # # #
219 Organic-certified-Tomato-Ketchup Bottle # #
220 vegetarian-bean # # #
221 Heinz-B.B.Q-Sauce-Smokey plasticbottle # #
222 Mexican-orange-blossom-honey Jar-glass,lid-metal # 14
223 Crispy-Cheese-Crackers # # #
224 Fazer-Xylimax-Trio-Chewing-Gum # # #
225 Scottish-Lochmuir™-oak-smoked-salmon board,paper,film,plastic # 14
226 Grignotines # # #
227 jamon-de-teruel-dop # # #
228 mortadella # # #
229 Barbecue-Sauce plasticbottle E150-Caramel,E211-Benzoatedesodium 19
230 Honey-Barbecue-Sauce plasticbottle E1442-Phosphatedediamidonhydroxypropyle,E150a-CaramelE150a,E211-Benzoatedesodium 22
231 Honey-Terriyaki-Marinade-&-Sauce PlasticBottle # #
232 Sweet-Baby-Rays-Steakhouse-Marinade-&-Sauce PlasticBottle E150a-CaramelE150a 21
233 Honey-Barbecue-Sauce Bottle # #
234 Arthur-Macaroni-&-Cheese Box E339iii-Phosphatedesodiumtribasique #
235 Macaroni-&-Cheese Box # #
236 Organic-Cheddar-Squares # # 12
237 Macaroni-&-Cheese Box E339iii-Phosphatedesodiumtribasique 9
238 Organic-Snack-Mix # # #
239 Sour-cream-&-onion-bunnies # # #
240 Whole-Wheat-Bunnies # # #
241 Organic-snack-mix packaging # #
242 Organic-cheddar-bunnies plasticbag # #
243 Organic-Mac Card # 13
244 Truvia # # #
245 Salt # # #
246 Bell's-Traditional-Stuffing # E375-Acidenicotinique,E101-Riboflavine,E500ii-Hydrogénocarbonatedesodium,E450i-Pyrophosphatedesodiumacide,E341i,E175-Or,E510-Chlorured'ammonium,E920-L-Cystéineetseschlorhydrates,E927-Azoformamide,E631-Inosinatedisodique 10
247 Boisson-au-soja Canette # #
248 Simply-Cinnamon-Cruncy-Apple-Chips bag # 0
249 Great-Granny-Crunchy-Apple-Chips # # 9
250 Bluberry-Protein-Shake plasticbottle E341iii-Phosphatedetricalcium,E407-Carraghénanes,E406-Agar-agar 0
251 mango-protein-flavored-soy-protein-shake plasticbottle E341iii-Phosphatedetricalcium,E330-Acidecitrique,E160a-Bêta-carotène #
252 9-Mini-All-Butter-Mince-Pies paper,carton,plastic,tray E170-Carbonatedecalcium,E375-Acidenicotinique,E330-Acidecitrique,E260-Acideacétique,E300-Acideascorbique,E450-Selsmétalliquesdediphosphates,E500ii-Hydrogénocarbonatedesodium,E440-Pectines 17
253 Milano-Lemon-Flavored-Chocolate Paper # 14
254 Milano-dulce-de-leche Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E150a-CaramelE150a 24
255 Chessmen---sweet-&-simple-cookies # # #
256 Farmhouse-Oatmeal Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E481-Stéaroyl-2-lactylatedesodium,E330-Acidecitrique,E282-Propionatedecalcium,E200-Acidesorbique,E322-Lécithines -2
257 Milano-Distinctive-Cookies Bag E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 21
258 Milano-Dark-Chocolate Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 20
259 Milano-Orange-Flavored-Chocolate Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 20
260 Farmhouse-Sourdough Plastic,Bag E375-Acidenicotinique,E101-Riboflavine,E270-Acidelactique,E481-Stéaroyl-2-lactylatedesodium,E330-Acidecitrique,E282-Propionatedecalcium,E200-Acidesorbique,E322-Lécithines 1
261 Milano-Double-Chocolate Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E150a-CaramelE150a 14
262 Milano-Raspberry-Flavored-Chocolate Paper # 19
263 Cinnamon-Raisin-6-Pre-Sliced-Bagels # # #
264 Tahoe-White-Chocolate-Macadamia Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 26
265 Chesapeake-Dark-Chocolate-Pecan Paper # #
266 Sausalito-Milk-Chocolate-Macadamia Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 26
267 Double-chocolate-Nantuket-Dark-Chocolate Paper # 26
268 Santa-Cruz-Soft-Baked-Oatmeal-Raisin-Soft-Cookies Bag # 0
269 Milano-Mint-Chocolate Paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 19
270 Chessmen paper E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines 17
271 Goldfish-Colors plastic E375-Acidenicotinique,E101-Riboflavine,E160b-Rocou,E341i,E160c-Extraitdepaprika 12
272 Goldfish-baked-snack-crackers-Cheddar # E375-Acidenicotinique,E101-Riboflavine,E160b-Rocou,E341i #
273 Goldfish-Flavor-Blasted-Xtra-Cheddar Paperbag E375-Acidenicotinique,E101-Riboflavine,E160b-Rocou,E341i,E330-Acidecitrique,E270-Acidelactique 13
274 Goldfish # E375-Acidenicotinique,E101-Riboflavine,E341i 11
275 Pizza-Goldfish # # #
276 Pirouette # # #
277 Goldfish-baked-snack-crackers-Cheddar # E375-Acidenicotinique,E101-Riboflavine,E160b-Rocou,E341i 13
278 Goldfish packaging # #
279 Goldfish-baked-snack-crackers-Cheddar box E375-Acidenicotinique,E101-Riboflavine,E160b-Rocou,E341i 13
280 Chocolate-chunk-cookies # E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E500-Carbonatesdesodium,E336-Tartratesdepotassium,E334-AcideL-tartrique,E503-Carbonatesd'ammonium 21
281 Chocolate-Chunk-Dark-Double-Chocolate-Crispy-Cookies papier E322-Lécithines,E375-Acidenicotinique,E101-Riboflavine,E500-Carbonatesdesodium,E336-Tartratesdepotassium,E150d-Caramelausulfited'ammonium,E334-AcideL-tartrique,E503-Carbonatesd'ammonium 21
282 Chocolate-chunk-classic-dark-chocolate-crispy-Cookies # # #
283 Chocolate-Chunk-Milk-Chocolate-Macadamia-Crispy-Cookies papier E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E500-Carbonatesdesodium,E336-Tartratesdepotassium,E503-Carbonatesd'ammonium 21
284 Chocolate-Chunk-White-Chocolate-Macadamia-Crispy-Cookies papier E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E500-Carbonatesdesodium,E336-Tartratesdepotassium,E503-Carbonatesd'ammonium 20
285 Soft-Baked-Chocolate-Chunk-Dark-Chocolat-Brownie Sachet,Papier E375-Acidenicotinique,E101-Riboflavine,E322-Lécithines,E500-Carbonatesdesodium,E336-Tartratesdepotassium,E440-Pectines,E334-AcideL-tartrique,E503-Carbonatesd'ammonium 21
286 Oatmeal-Raisin Sachet # 16
287 Lexington-Milk-Chocolate-Toffee-Almond Paper # 22
288 Maui-Milk-Chocolate-Coconut-Almond Paper # 20
289 Soft-Baker-chocolate-chunk # # #
290 Goldfish-Cheddar Sachet,plastique E375-Acidenicotinique,E101-Riboflavine,E160c-Extraitdepaprika,E160b-Rocou,E270-Acidelactique,E330-Acidecitrique,E327-Lactatedecalcium,E339-Orthophosphatesdesodium,E503-Carbonatesd'ammonium,E500-Carbonatesdesodium,E341-Phosphatedecalciumd'hydrogène 13
291 Almonds # # #
292 Almonds-Amandes-grillées-salées sachet,plastique # 14
293 Amandes-grillées-salées # # #
294 Honey-roasted-sliced-almonds # # #
295 Pistachios-Salées Sachet,plastique # 18
296 Pistachios-(grillées-salées) # # 18
297 Pistachios Sachetplastique # #
298 Pistaches-grillées-sans-sel-Wonderful sachetplastique,conditionnésousatmosphèreprotectrice # 3
299 Salt-and-pepper-pistachios # # #
300 Pistachios-salt-&-pepper plastique # 23
301 Pistaches-au-piment-doux Sachet,Plastique # 24
302 Pistaches-XXL-grillées-salées Sachet,Plastique # 18
303 Pistaches-XXL-Poivre-&-Sel Sachet,Plastique # 23
304 Pistaches-XXL-Grillées-sans-sel Sachet,plastique # 13
305 Pistachios # # #
306 Walnuts Sachet,plastique # 14
307 Half-lamb-leg-bone-in film-plastic # 2
308 Brown-sauce Plastic,Bottle # 9
309 Lemon-Cheesecake plastic,pot # #
310 100-%-Maple-syrup # # #
311 Applesauce-Granny-Smith Pouches,plastic # #
312 100%-Tomato-Juice can E300-Acideascorbique -4
313 Vinaigre-basalmique-bio Bouteille,Verre # #
314 Aberdeen-angus-steak-pie # E170-Carbonatedecalcium,E375-Acidenicotinique,E150a-CaramelE150a 13
315 Amandino-blanches bocal,verre # #
316 Gerber-Fruit-&-Yogurt---Very-Berry-Grabber # # #
317 Oatmeal-Cereal-single-grain # # #
318 Pure-Water plastic E518-Sulfatedemagnésium,E500ii-Hydrogénocarbonatedesodium,E509-Chloruredecalcium #
319 Strawberry-&-Champagne-Conserve jar-glass,lid-metal E440-Pectines 11
320 Hoisin-stir-fry-sauce # # #
321 Spice-Paste-for-Indian-Butter-Chicken-Murgh-Makhani # E330-Acidecitrique 15
322 Broccoli-au-gratin-flavor-rice # # #
323 British-Sirloin-Steak tray-plastic,film-plastic # 2
324 australian-macadamia-blossom-honey # # #
325 Applesauce-Natural Pouches E300-Acideascorbique #
326 Swiss-Miss-Marshmallow-Flavour # # #
327 European-style-unsalted-butter paper # #
328 Lemongrass-Paste Plastic,Tube E415-Gommexanthane,E201-Sorbatedesodium -3
329 Pure-Cane-Sugar-Golden-Brown # # #
330 Restaurant-Style-Blue-Chips # # #
331 coconut-milk # # #
332 Chicken-&-Bacon-Layered-Salad-with-créme-fraîche-mayonnaise # # #
333 pad-thai-ribbon-noodles plastic # #
334 lighter-coconut--milk # # #
335 Tome-fraîche # # #
336 Pilons-de-poulet barquetteetfilmplastiqueàjeter # #
337 Bread-Flour paper E375-Acidenicotinique,E101-Riboflavine #
338 Self-Rising-Flour paper E541-Phosphated'aluminiumetdesodium,E341i,E516-Sulfatedecalcium,E375-Acidenicotinique,E101-Riboflavine #
339 -Traditional-Chex-Mix # # #
340 Lucky-Charms # # 14
341 Fruit-Gushers-Variety-Pack Card,Box E407-Carraghénanes,E330-Acidecitrique,E331-Citratesdesodium,E296-Acidemalique,E300-Acideascorbique,E406-Agar-agar,E129-RougealluraAC,E415-Gommexanthane,E133-BleubrillantFCF,E102-Tartrazine,E110-JauneorangéS 14
342 Microwave-Single-Cheeseburger-Macaroni # # #
343 Crunchy-Granola-Bars-Oats-'n-Honey Wrapper E322-Lécithines 11
344 Crunchy-Granola-Bars # # #
345 Crunchy-Peanut-Butter-Granola-Bars Wrapper E322-Lécithines 11
346 honey-nut-cheerios # # #
347 Fiber-One-Original Box # -3
348 Coco-Puffs # E341-Phosphatedecalciumd'hydrogène,E170-Carbonatedecalcium,E101-Riboflavine 0
349 Multi-Grain-Cheerios- # # #
350 Cheerios cardcarton E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E301-Ascorbatedesodium 0
351 Cheerios cardcarton E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E301-Ascorbatedesodium -3
352 Raisin-Nut-Bran Cardboard,Box E422-Glycérol,E322-Lécithines,E339iii-Phosphatedesodiumtribasique 10
353 Mini-Trix Box E339iii-Phosphatedesodiumtribasique,E129-RougealluraAC,E110-JauneorangéS,E133-BleubrillantFCF,E330-Acidecitrique,E170-Carbonatedecalcium,E341iii-Phosphatedetricalcium,E101-Riboflavine 11
354 Lucky-Charms Box E428-Gélatine,E339iii-Phosphatedesodiumtribasique,E129-RougealluraAC,E307a-Tocophérol,E170-Carbonatedecalcium,E101-Riboflavine 14
355 Cheerios- # # #
356 Cocoa-puffs carton # #
357 Honey-Nut-Cheerios box E340iii-Phosphatetripotassique,E307a-Tocophérol,E170-Carbonatedecalcium,E301-Ascorbatedesodium,E101-Riboflavine 12
358 Nature-Valley-Peanut-Sweet-and-Salty-granola-bars # # #
359 Bugles-Original # # #
360 Crunchy-Granola-Bars---Variety-Pack Box # 10
